"Chất siêu mỏng quần áo lại bẩn nữa😭😭 vải cứng, ko mềm ",1
Quần áo mùi quá,1
"Vải cực xấu, mỏng và cứng",1
Cũng bt,1
Chất hàng quá tệ nhiều nilon. Đề nghị trả lại hàng. 0904765766,1
Hàng như đồ bỏ đi. Thôi thì tiền ít nên chấp nhận. ,1
Chất xấu,1
"Tiền nào của nấy nhưng mình đặt mẫu màu đen hàng giao về màu xám.
Lần đầu tiên đánh giá 1 sao trên shoppe",1
Chất vải xấu kinh khủng,1
"Mình mua 5 món, thì bộ này bị rách như vậy, 4 món kia thì vẫn tốt. 1 sao để shop rút kinh nghiệm, kiểm tra hàng trước khi gởi cho khách",1
Giao hàng nhanh dịch vụ tốt . Mỗi tội của rẻ là của ôi,1
Bộ quần áo có mùi rất khó chịu mặc dù đã giặt lại 2 lần!,1
"Ghi 48-65 kg mà mới 54 kg đã chật, áo cộc người 1m62 mặc chưa qua khỏi lưng, quần thì giao quần dài trong khi đặt quần ngắn, quá chán, vải mỏng lét",2
Nhận được hàng mở ra tưởng đâu đồ bị cũ. Vải thì xấu lắm. Loại mặc sẽ bị nhăn nhúm lại ý. Đừng ham rẻ mà mua như tui nha mn :(((,2
Bộ mỏng tanh màu cũng khác xa so với hình rẻ nhưng không sử dụng được mình phải cho e một bộ còn 1 bộ trả lại,2
Chất vải cực mỏng và xấu rất nóng và như cái tơi nhưng mà cũng đáng giá đồng tiền,2
Mình đặt sz XL cơ mà lúc hàng nhận về mình thấy nó bé quá mình nghĩ cái này chắc chỉ sz L thôi. mình mặc nó bị bó :(,3
"Vải mỏng nhưng có vẻ nóng vì chất liệu giống như pha nilon. Màu đậm hơn, có vẻ giặt bị phai. Shop giao hàng nhanh.",3
"Chất áo mỏng mà màu còn hơi bị bạc ạ :((( chắc là k thấm hút mồ hôi đâu, nhưng vs giá ntn k đòi hỏi gì thêm ạ",3
"Mình có mua 2 bộ dạng này ở 1 shop khác trước đây thì vải thun ok, giá cũng tương đương. Còn đây vải dở sợ ko thấm mồ hôi luôn ý, lại còn mỏng nữa. Nói chung là ko hài lòng.... ",3
"Vải cực mỏng, dễ rách,dính bụi bẩn và màu nhìn cũ cũ ấy hđkkbnâz",3
Trên hình màu trắng mà nhận hàng thì màu vàng cả hai bộ đều màu vàng mới bùn chứ lị ,3
"Áo hơi rộng so với mình, quần thì mặc vừa. Tuy nhiên vải hơi nóng, shop chỉ có size L là nhỏ nhất. ",3
"Giao hàng nhanh 
Nói về sp thì vải nóng ko bt giặt thì có xù hay không nhưng về giá cả thì hợp lí .",3
"Chất áo hơi mỏng 
Vẫn lên giáng chuẩn
Giá cả cũng rất hợp lý....",4
"Vải đẹp, giá rẻ, bộ trái dâu may bị lệch đáy, vải bộ noel dày nhất, bộ con thỏ vải mỏng nhất, co giãn tốt, đóng gói đẹp có dán tem che tên sản phẩm, giao hàng hơi lâu",4
"Hình đẹp 
Size rộng mặc thích mỗi tội vải hơi mỏng quá giặt xong cảm giác mỏng dính à 
Ở mức tạm thôi",4
"Hàng giống hình nhưng form áo cực to, mặc rộng thùng thình. 53kg chọn sz xl theo bảng sz to quá ",4
"Sản phẩm giống hình giao hàng nhanh mua được giá sale tốt 
Nhưng mà vải mỏng lắm mọi người, giặt mấy nước chắc đi cái áo ",4
Vải mỏng không thấm mồ hôi nhưng so vs những bộ đồ ngủ khác thì quá rẻ nên đánh giá 4 sao,4
Đồ màu và mẫu rất xinh chỉ có điều vải mỏng nên hơi buồn xíu nhưng với giá rẻ như này thì có thể chấp nhận được. Shop gói hàng đẹp ạ,4
" Hận được quần áo rồi, thật là thất vọng, chất vải quá đểu và xấu mặc vào thì nóng ",4
"Vải khá mỏng, chất vải bị đổ lông
Mà tiền nào của nấy
Với mình như vậy là được rồi
Mặc ok thoải mái",4
"Nếu để ý chất lượng vải thì ko nên mua 😞 vải mỏng và kém hơn mình nghĩ 
Nhắn tin hỏi tư vấn size thì mấy ngày r đến giờ shop vẫn k trả lời
Nói chug là chừa r ạ :(((",4
"Sản phẩm có chất lượng tương đối, vải mỏng, mát. Giao hàng nhanh chóng",4
"Vải siêu mỏng, tiền nào của nấy, hình chỉ mang tc nhận xu. Kdkdkdkdkdkdkdjdjdjjdd",4
Vải hơi mỏng xíu😅🤧,4
Ko nghĩ là chất vải tệ đến vậy (vải mỏng nóng).................,4
"Shop giao hàng nhanh, chất vải tạm đc mmmmmmmnnnnnnjjnnnnnn",4
"Giao nhanh, nhưng chất hơi nóng mà giá như này thì cũng ok rồi",4
"Sản phẩm bọc kĩ, giá ổn với giá tiền, chất mỏng, nhiều chỉ thừa, may hơi ẩu xíu",4
hình ảnh mang tính chất nhận xu 😢🙂,4
Mình coi review mọi người nói ổn nên mình mua thử ai ngờ về mẹ mình còn mặc vừa 65kg siêu to khổng lồ mình mua kèm deal sốc là có 1 túi đen QC và 1 nón đến khi mình nhận hàng thì không có nón. Ko có duyên với shop đồ thì quá rộng giao thiếu  món. Hàng về lâu ạ. Shop vui lòng giải quyết hàng thiếu ạ,1
Chỉ thừa quá nh😬😬😬😬,2
Shop nhiệt tình shipper cute hột me.Sản phẩm giao hơi lâu so với mọi khi.Áo và quần còn nhiều chỉ thừa nhưng tiền nào của đấy mà.,4
"Hàng cũng tạm ổn có rất nhiều chỉ thừa áo thì đẹp, còn quần thì không ưng ý lắm",4
"Giao hàng nhanh, đóng hàng cẩn thận, quần áo nhăn, áo mỏng, hình in không rõ nét mong shop khắc phục",4
"áo mỏng mà còn nóng, quần thì rộng so với mình, thấy đc mỗi cái quần nhưng nên mua nka",4
"Áo hơi mỏng, quần ở ngoài đậm trong hình, còn khá nhiều chỉ thừa.",4
"hàng đẹp giống với mẫu,nhưng vải hơi mỏng,mình hơi gầy 42kg nên mặc hơi rộng",4
"Đã nhận được sản phẩm , giao hàng nhanh chóng , đóng gói cẩn thận , nhưng chỉ nhanh tuột",2
Áo giặt ra màu kinh khủng luôn 🤨🤨. Giặt 4-5 lần vẫn bị ra màu.😢😢,2
"k biết nói ntn hết.  vì anh mình keke
nhưng thấy vải mềm mát nè  mang đc mấy bữa sổ chỉ omg ",2
"Chất lượng kém, đường chỉ bị bỏ mũi 2-3 chỗ ",2
Mình cũng k khó tính lắm nhưng mình đặt màu này shop lại giao màu khác hoàn toàn k giống trên ảnh.,2
Chỉ quần rất tệ mặc bung hết logo in giặc vài lần sẽ bong,2
Quần mua về bị rách 😞,2
Bỏ cáp rùi mới thấy lỗi,2
"Shop giao hàng nhanh, chất vải cũng đẹp sờ mát tay nhưng cả áo đều bị như thâm kim vậy, lúc mở hàng mình chỉ kiểm đường chỉ và chất vải ko để ý lắm, giờ giặt khô rồi đem ra chụp để đánh giá thì thấy vậy, mình mua cho bạn mặc mà giờ hết dám đưa luôn 😌",3
"Hàng sale cả bộ 69k shop khá nhiệt tình tuy nhiên k hiểu sao lại bị hơi bẩn ở áo giặt k hết. Shop kb có kiểm tra hàng trc khi giao cho khách k nữa. 69k nên quần áo khá mỏng, form áo ổn mỗi tội mỏng còn đâu cug dc trong tầm giá. ",3
Khong nhu mong đợi. Size nho vãi mong. Tien nao cua do. Thay vong wạbdbdjejđbbdjekwjrhdvjkwẹdbdbbhsjssbvgdhh,3
"Vải mình thấy ổn nhưng mà mùi thuốc nhuộm kì quá. Mùi làm mình khó chịu. Hay do mỗi mình bị. 
Hình ảnh không liên quan do mùi làm mình khôg mang được",3
"Quần ổn áp
Áo thì không thoáng mát như quảng cáo",3
"Quần vải quá mỏng, mặc như đồ ngủ. Mà ngồi xuống muốn rách bong chỉ. 3 sp ưng 1",3
"Shop giao hàng ko kiểm tra trước hay sao. 
Chất sờ khá mát. 
Giao hàng nhanh. Nhưng trải nghiệm vẫn chưa hài lòng. ",3
"Chất mỏng, nhưng nóng",3
"Áo 5 sao, quần 1 sao vì chỉ bung từa lưa . Nên đánh giá trung bình là 3 sao. ",3
"Quần mỏng quá với size nhỏ hơn so với mô tà, áo thì ok",3
Nhìn chung thì cũng ok mà. quần giao sai size. Trước quần có may 1 cái mác in size mất thẩm mỹ phải lấy kéo cắt đi....,3
Nhà bán hàng vui lòng kiểm tra kỹ hàng trước khi gửi. Tôi sẽ đem ra thợ may lại và không trả hàng vì hoàn tiền phải tạo ví shoppe lằng nhằn quá.,3
"Vải quần mỏng, không có giây thun để buộc lại",3
"Phù hợp với giá tiền, đồ đẹp
Nhưng đường chỉ may khá tệ, mới mặc vài tiếng đã bung chỉ khá nhiều.
Mình mua 3 bộ nhưng đã bị lỗi 2 bộ, 1 bộ nữa chưa mặc.",3
"Quần may đường chỉ k ổn ,áo tạm đk",3
Bộ đồ khá ổn. Quần hơi mỏng nhưng mặc khá mát,3
Tạm được,3
"Màu ko giống ảnh trừ 1 sao- giá rẻ tuy nhiên chất lại nóng, làm anh xã kêu miết h ko muốn mặc",3
"Áo chất đẹp, còn quần chất vải xấu k cùng bộ với áo",3
Chất xấu . Đường may lộ rõ,3
Hàng nhiều lỗi lắm shop ạ. Vì k phải đồ đắt nên chấp nhận. Chất thì đc. Mặc tạm,4
"Thoi tiet Nam Dinh 4/5: Ngay nang, tu dem de phong mua dong, kha nang mua 60%, nhiet do 25-33 oC, do am 78%. Vung bien: Tu dem mua dong rai rac. Tam nhin xa tren 10km, giam xuong 4-10km trong mua. Gio nam den dong nam cap 4-5, tu dem chuyen huong gio dong bac cap 3-4.",4
Đáy quần bị toạt. Trừ 1 sao vì ko kiểm tra hàng trc khi giao cho khách,4
"Hàng oki . Áo mỏng. Nhìn cũng 
Dnjdjdjdjdnxmxjxjxnndjxjxndnxjx",4
Mọi thứ đều rất ok cho đến khi sờ vào thí quần 😬 shop lưu ý để sản phẩm hoàn chỉnh nhất khi đến tay KH nhé,4
Đã nhận được hàng. Áo thì ok nhưng quần vải xấu đường chỉ may dễ bật. Thôi thì mua hàng sale ít tiền nên chấp nhận,4
Giao nhầm size của quần. Buồn ghê chứ. Sợ ck mình mặc k vừa mất. ,4
Chất vải tạm ổn nhưng mọi người mà mua thì tăng nên một size nhé .,4
Màu không giống như hình. Tối màu hơn nhìn rất xấu . Không hài lòng ,4
"Với mức giá này khá ổn, áo thì đỡ, quần không đẹp lắm. Giao hàng nhanh. Đóng gói tốt.",4
"Sp ok.  Giao hàng nhanh, nv giao hàng nhiệt tình.   Vải mỏng mát.",4
"Quần hơi mỏng, có vẻ nóng 
Áo thì oke
Hàng gói đẹp, có thư cảm ơn!",4
"Áo vẫn còn vài chỗ có chỉ thừa
.rjdjdjdkffkdjsjsjshsnsbshj",4
"Vải ko đẹp, rất nóng . From rộng . Kiểu vải nilong á . Cái rộng thùng thình còn quần thì bé tí . Hỗng dui xíu nào . ",1
"Vải xấu cực kỳ, như tờ giấy, mỏng tang, nhiều hồ, giặt xong thì nó tã như cái giẻ lau v á, ko mặc được nữa. 
Dù sale hay ko sale thì cũng ko đáng mua.",1
"Mua về ko để ý rách, đã ấn luôn là nhận hàng nên ko trả lại được . Mặc lên người mới biết rách. Ko hiểu làm ăn kiểu gì? Rách này mặc sao đây ???? Mọi ng nên cân nhắc nhé. Sz M mà như sz XL ý. To đùng luôn ạ. E 45kg mặc như bà chửa =)))))) ai cũg kêu vậy luôn.",1
K nên mua..vải trả khác ji bao tải,1
"Giao sai hàng mà đúng bộ không thích nhất
Chất vải thì nóng thô 
Tóm lại hàng rất chán",1
Áo rách nên mình không hài lòng ạ cải bth hơi mỏng còn hình được,1
"Dung bjo mua hang cua shop này .treo đầu dê bán thịt chó .hình ảnh mang tính chất minh họa.chất vải xấu ,mỏng ,đường kim mũi chỉ kém .ko bag chat vai 35k o Việt Nam bán  đâu.",1
Vs mức giá này mình cũng kh mong chất lượng sẽ tốt nma thực sự chất lượng rất tệ. Vải mỏng dính luôn mn ơi nhìn dc cả xuyên thấu giặt vài lần là vứt luôn chứ vải xấu cực,1
"tiền nào của nấy 
mọi ng đừng ham rẻ ạ
vải mỏng dính, mùi khắm khắm 
mình nhận hàng r vứt luôn k mặc đc",1
"vai vo cung mong,khong ra gi het,khong rong rai nhu trong hinh,chan khong muon mac luon",1
"Vải mỏng, nóng. Sai lầm khi mua nhiều sp 1 lúc tại shop này",1
"Vải mỏng, mua ở mấy shop VN vải tốt hơn nhiều . K ngờ bằng giá tiền mà chất lượng khác nhau đến vậy",1
"Chất quá xấu, k thể mặc được, làm giẻ lau còn không thấm được nước,",1
Quá tệ ,1
Khá nhỏ so với hình ảnh,1
Hnjnnnjjj,1
"Online phishing scammer shop. I bought 2 they sent only one. Do not buy anything here you will lost money!

Shop bán hàng lừa đảo, mua 2 gửi 1 nhắn tin bảo hàng về sẽ gửi cho khách nhưng tuyệt nhiên ko thấy! Nhắn hỏi ko trả lời! Không nên mua!",1
"Eo ơi shop làm thế này lần sau khi dám mua nữa đâuu:)) đặt 1 bộ màu trắng và bộ màu hồng mà giáo mỗi màu trắng rồi màu hồng nó rớt đi đâu z , rớt xuống cái duyên của shop hã , tròi mà giao lại đi nka:))",1
đặt 5 bộ nhưng chỉ gửi 4 bộ,1
Mua 3 bộ ship 2 bộ bịp bơm quá 😡😡😡 mở ra mỗi bộ hồng và vàng 😭😭😭,1
"Đặt 2 nhưng chỉ gửi về 1 sản phẩm
Phản hồi nhắn tin thì shop không rep không trả lời lại",1
Đặt 2 giao 1 sản phẩm,1
Vải xấu. Đặt 4 bộ mà giao có 3 bộ,1
Giao thiếu,1
"✖️Quên đọc đánh giá nên chọn size M =((((
✖️Chất vải như giá tiền, vải mỏng xấu, hình xấu, lỡ dại thấy đồ rẻ mua, ai ngờ
👍Đang dịch mà hàng giao siêu nhanh, đặt hôm sale 6/6 mà nay đã về rồi. Bình thường mình đặt 12 - 13 ngày mới về",2
Chất vải quá mỏng,2
"Ship hơi lâu, đóng gói chắc chắn, vải đẹp nhưng lỗi rất nhiều, phần nách bị rách. Quá tồi",2
Màu giống hình mà vải xấu quá. Tiền nào của ý nhưg giá tiền đó mình mua bộ đỡ hơn cơ. Vải ráp nóng.,2
"Hàng đóng gói sơ sài, chỉ thừa . Đường may nhìn ko chắc chắn. Áo siêu siêu mỏng. Với giá 58k thì đắt quá. ",2
"Mỏng dễ sợ luôn, vãi tệ hơn mấy loại 100k/3 bộ hay bán ngoài nữa, thất vọng ghê luôn",2
Vải khá mỏng. Đặt mẫu khác mà shop hết hàng. Chỉ có thể chọn màu này. Vài k nóng k mát. Nhưng vì k được đúng màu đặt nên 2 sao thôi.,2
Chất vải quần và áo khác nhau!,2
Giao hàng lâu và đặc biệt là vải rất mỏng luôn và còn bị rách nựa,2
"Chất vải thô, nóng, không co giãn, kích thước khá bé so với size chuẩn",2
"hàng thun mặc nóng coton nhiều không thấm hút mồ hôi 
size không đúng đặt size xxl mà nhỏ xíu ah ",2
Thun coton nhiều mặc nóng không thấm mồ hôi ,2
Haizza. ,2
Chất vải xấu:<,2
"Hzzz cháT k đẹp đâu ạ vải mỏng chất nóng 
Giao hàng lâu ...
Nói chung là k ưng",2
"Mình đặt 2 bộ mà shop giao có 1 bộ, cũng ko mở ra kiểm tra nên thôi coi như lì xì shop vậy, sau kiểm tra kĩ r hãy giao nha shop, mình đi làm nên cũng ko có nhận hàng ko có mở ra kiểm! ",2
Đặt 2 bộ khác nhau nhưng lại giao 2 bộ giống nhau ,2
I ordered 2 items but delivered 1 item,2
Giao hàng không đủ,2
"Xin lỗi vì hình ảnh và video ko liên quan. Về quần áo thì là tiền nào của nấy. Vải mỏng và nóng, quần bé mặc chật hơi khó chịu.",4
"Hơi mỏng nha
Phù hợp vs giá tiền 
Tay áo hơi ngắn
Mình 1m66 nên mua size XL",4
"..............................



M.....................",4
"Vải mỏng nhìn đc hình từ lớp vải bên dưới luôn, vải thô cứng nhiều chủ thừa",4
Giao hàng nhanh. Đóng gói cẩn thận. Vải hơi mỏng. Giá tạm chấp nhận đk,4
"Áo rộng rãi vừa người, không có túi, vải loại nhẹ nhưng mặc hơi nóng",4
"Giao lộn mẫu cho mình rồi ạ 
Vải mỏng, from không to cho lắm . Mong Shop cải thiện ",4
"Hàng Ok, đúng hàng. Shop nhiệt tình, rất ưng ý về sản phẩm....",4
"Chất áo mỏng vs nóng, hình khá dễ thương nhưng hơi nhiều chỉ thừa. Shop đóng gói hơi ẩu. ",4
"Thời gian giao hàng theo đúng hàng quốc tế, chất lượng phù hợp với giá tiền",4
Chắc là có nhầm lẫn gì ở đây chứ 2xl không to như mình nghĩ. Mặc thử chỉ thấy giống L thôi,4
"Nxnajdhfjdkejfkfkdnnznzmzncjkdmsnf
Bcmsjdhfjsjjehjfjsjsbnxmzbfnxmzmdn
Bxmzjdjfkskehjfjcsmdnxjmsndnnsndnfn
Ncmsjdjfnsnnsnfndnxnamjdncnsksjnd
Xnmzjfjdkejfbjzkejfnfn",4
Ở ngoài đậm hơn trong hình . Chất cottong nên sẽ nóng. Đóng gói sản phẩm chắc chắn:?hàng nc ngoài nhưng cũng giao hàng khá nhanh . Giá rẻ 👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻,4
Vải rất xấu. Mỏng. Chỉ tương đương đồ 35k ở Việt Nam thôi. Mn nên cân nhắc khi mua,4
Hàng so với giá tiền thì ok ạ. Nhưng thực sự rất rất mỏng và nóng hhuu. Giao hàng nhanh,4
"Vải mỏng nhưng đc cái là mềm, k cứng lắm, cx ok hơn vs nhưng sản phẩm áo cùng giá",4
"Jamahdhksi3bfnsljwhdbdlkd
Hskfudkhtkdbfmflskhwbfmskdbr
Hskchfithdgkahrvdkdjrhfn
Hdkshrbrnsjwbfkdkdkrj",4
"So với giá tiền thì sản phẩm được vậy là tốt rồi ạ. Tiền nào của nấy thôi, nên không đòi hỏi gì nhiều.",4
"vải hơi mỏng huhuu 
hơi thất vọngggggggggggggggffggggfffff",4
Vải mỏng giao đúng màu nhưng hình như không giống hình lắm nói chung với giá này cũng ko mong đợi lắm ,4
Chvj j ubibibibiby gạch ục hết ohibibibcycuvuvhcyc gvihihugucihivufugihovuxfzrcu lnkvhcuvibigycycyxtxyvibuctxycubj h ubibigigfyyfuv,4
AK dfgjghhxccx x ccbgchydhfjđhdhhdhjjbbbbbbdhdhdhdhsgsg,4
