comment;rating
chuẩn bị hàng siêu nhanh, Chất oke nhé, hình trái tim kia không giống mẫu lắm, đặt nhầm 2 bộ xanh y nhau ms buồn	;5
Số sz ko đúng nói 70 ký mà đưa 50ky mang củng ko vừa 	;1
vải mỏng 	;1
khác hình không nên mua	;1
cố mặc thì vẫn ok	;2
Chất xấu, mỏng nhão,  không phù hợp với giá tiền	;2
Vải mỏng nếu mang nội y màu đen thì sẽ dễ bị thấy , cơ mà tiền nào của nấy thui 	;3
Hơi buồn shop ạ. Trong hình thì có chữ ở quần và tay áo nhưng mà hàng về lại không như vậy. nhưng mà from rộng nên e ưng, cho shop 4* thôi nhá	;4
Áo bị ố 2 bên tay áo nnay chắc chắn không tẩy được Form quần nhỏ nên mn cân nhắc size nhé"	;4
Ai muốn mặc rộng thì cứ XL nhé vì quần form nhỏ lắm ạ"	;4
Đồ oki lắm á nha	;4
Fom xinh 	;4
Mình m57 47kg mặc L thấy oki nè "	;5
Hàng đẹp nha, chất liệu mát, không nhiều chỉ thừa, với giá tiền này thì quá là ưng cái bụng lun, sẽ ủng hộ shop những lần sau.	;5
chất lượng phù hợp giá cả nha , rộng rãi thoải mái. mặc vào mùa hè thì đúng bài luôn nha 	;5
sản phẩm phù hợp với giá tiền , chất mặc mát 	;5
Áo đẹp nha mọi người. Vải mát lắm 	nhưng mình đặt sz xl rồi vẫn thấy áo hơi ngắn í"	;5
Hàng đẹp vải mỏng chất lương shipper thân thiện mọi người nên mua 	;5
Chất có vẻ hơi mỏng nhưng ko sao  mặc rất mát	;5
Nhiều chỉ thừa, chất cũng tạm được, không biết giặt có phai màu không nên mua về cứ vứt tủ lạnh 2 hôm mới bỏ ra giặt	;5
Hàng rất đẹp vải mát	;5
Hàng đẹp lắm luôn shop ạ, tuy nhiên vải hơi mỏng nhưng chất rất mát lần sau lại ủng hộ	;5
Siêu đẹp luôn nha	;5
Chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp rất ưng nha	;5
Rất ưng	;5
Sản phẩm hơi mỏng nhưng với giá tiền như thế thì hợp lí .........	;5
Ok nhé 	;5
Chất mỏng mát . Rất đẹp nên mua nha. Có điều là chỉ thừa chưa cắt hết ạ . Tóm lại là đẹp nên mua ạ mặc thích lắm	;5
Hàng rất đẹp tuy nhiên  áo hơi ngắn  shop đóng hàng cẩn thận 	;5
Vải hơi mỏng nhưng với giá đấy thì cũng gọi là quá ok rồi ạ 	;5
Tuyệt lắm nên mua nha	;5
Sản phẩm rất tốt nha mn 	;5
Vải rất ok luôn .tớ mua 2 bộ luôn í	;5
Vải ổn đẹp	;5
Đẹp lắm nha nên mua ạ	;5
Chất áo mát 	;5
Giá rất oke	;5
Form áo xấu, ngắn ơi là ngắn	;2
Rộng vcđ  nhưng chất đc nha	;3
áo mặc mát nhưng khá dễ nhăn. mình mới mặc 1 lần đã thấy phần cổ bị dão	;3
chất hơi thô	;3
Áo rất mỏng, trả lời tin nhắn rất chậm	;3
sổ chỉ, chỉ thừa nhiều, nói chung là thua bên trung gấp nhiều lần, mình mua lần đầu tiên cũng như lần cuối cùng 	;3
chất vải cũng tạm được (và tuy nhiên là không bằng chất bên trung rồi)"	;3
Vải đẹp nhưng áo size xl thì ngắn tay áo cũng ngắn nói chung là tạm ổn với giá	;3
Giao nhanh nhưng nhận áo về khá thất vọng vì màu áo không giống trong ảnh :( chất cũng khác với áo nelly mình order bên Trung về	;3
tiền nào của nấy tiền nào của nấy tiền nào của nấy tiền nào của nấy 	;4
mặc tạm tạm không đẹp lắm hơi mỏng 	;4
mua của shop nhiều rồi mà đợt này shop chuẩn bị hàng hơi lâu, phản hồi tin nhắn cũng chậm.	;4
Đọc đánh giá của mọi người thấy bảo áo ngắn nên mìn chọn size xxl nhưng mình mặc siêu rộng, mình cao 1m66 50kg	;4
Chất vải khá đẹp, không dày cũng không mỏng nhưng có thể nhìn xuyên qua. Khuyên mn không nên chọn màu trắng vì dễ bị lộ. 	;4
Sản phẩm oke.	;4
Chất lượng sản phẩm ko đều. Áo đen và vàng vải ổn, đường may chắc. Áo trắng vải mỏng, đường may sơ sài, dư chỉ nhiều	;4
Giao màu nhạt hơn so với ảnh 	;4
Vải tạm được	;4
Áo không đẹp bằng lần trc, vải cũng có vẻ nóng hơn	;4
Vải có vẻ nóng và dễ giãn , đúng tiền 	;4
M65 55kg mặc vừa nha,vải nóng, mình thấy chiếc này với mấy chiếc có hình giá 165 ấy vải gần như nhau luôn	;4
áo cũng ok có 1 chút chỉ thừa	;4
Vải mát nhưng khá mỏng	;4
Form ổn"	;4
Vải ổn, độ dài ưng, cổ áo hơi bé so với mong đợi. 	;4
Áo nóng	;4
Áo tím bị vệt mờ chỗ nếp gấp	;4
Chất áo được, viền cổ áo nếu thiết kế nhỏ hơn thì áo sẽ đẹp hơn	;4
Áo đen phai lắm 	;4
Áo dày dặn thấm hút mồ hôi chọn size to nhất nhưng theo mình chỉ vừa người 	;4
áo màu xinh lắm ạ, vải dày dặn nên có lẽ sẽ hơi nóng 1 chút, shop chu đáo nhắn tin báo hàng cẩn thận tỉ mỉ, áo kiểu dáng nhỏ nên đặt size XXL là không quá to, các bạn tầm 55-60 đặt là okie ổn nhé	;5
áo hồng này màu ở ngoài xinh hơn mà chụp lên hình không đúng màu "	;5
Áo siêu đẹp luôn nhé, màu y hình chất mát	;5
Lần đầu mua áo trên mạng mà được này siêu thích luôn ạ 	;5
Lần sau có tiền sẽ ủng hộ shop tiếp	;5
Áo vải đẹp, giá rẻ. Đặt màu cam mà màu nhận về không giống hình, nó là màu đỏ cam đúng hơn. thôi cũng được, sẽ ủng hộ lần sau 	;5
áo mát lắm nha 	;5
Ship hàng nhanh, áo đẹo lắm ạ, sờ nhẹ mà mỏng mát lắm nha, không hề bị mỏng dính đâu nhé, màu tím ở ngoài siêu xinh luôn	;5
Quay cận chất cho mọi người xem nè, áo dày dặn mặc vẫn khá là mát. Giao hàng nhanh. Áo tím chất mát hơn áo hồng 	;5
áo chất liệu rất đẹp mà giá lại phải chăng	;5
sẽ tiếp tục ủng hộ shop "	;5
Cool. Áo giặt rồi nên không có để chụp. Áo giống y hình, vải cotton dày dặn. Mình cao 1m57 nặng 50kg đặt size XL hơi dài và rộng xíu. Nhưng ns chung là đẹp và đáng tiền	;5
Giặt tay 1 lần mà sao cảm giác áo dãn quá nhỉ	;5
Shop đóng gói cẩn thận, hàng giao nhanh. Áo đẹp form rộng mà giá quá hợp lý luôn	;5
vải mát , màu xinh đúng như ảnh , mua lúc sale nên rất ổn cho 1 chiếc áo thun	;5
Chất lượng sản phẩm tốt. Vải áo dày, lên form đẹp. Thời gian giao hàng nhanh	;5
Áo đẹp mặc thoải mái không có ảnh chụp áo nên lấy tạm ảnh này ạ	;5
Hàng đẹp nha	;5
Mình đặt 2 cái. Cái tím có vải mỏng và mát hơn. Giao hàng đủ số lượng	;5
Form và vải ok nha, cũng không có gì để chê cả, shop khá đáng yêu	;5
Áo đẹp, màu đẹp, xinh, mua đến cái thứ 7 ở shop rồi, shipper thân thiện	;5
Áo đẹp lắm nha mọi người mình thích chất của áo thun trơn hơn nè 	;5
Áo chất lượng đỉnh của chóp nha, dài vừa phải, chất tốt không hề nóng. Mình đã mua lần thứ 2 và chắc chắn sẽ còn ủng hộ tiếp. Mãi yêu shop ạ :)	;5
Áo đẹp , phù hợp giá tiền 	;5
Đẹp	;5
Áo đẹp, mình m55, 45kg mặc size xl thích mặc from rộng xl quá xinh sẽ tiếp tục ủng hộ	;5
lần sau sẽ tiếp tục ủng hộ shop ^^"	;5
Áo giao đúng màu, vải ok. 	;5
Áo xinh, xịn, mịn giá ok 	;5
Giao hàng nhanh, đóng gói đẹp về chất lượng thì thấy màu tím ok hơn á , chứ màu đen hơi dày cổ , xứng giá tiền 	;5
áo xinh mà mỗi tội người tui lùn mặc trông như cái váy	;5
Xịn lắm luôn	;5
ổn	;5
Với giá tiền này thì chất lượng quá oke rồi. Giao hàng nhanh shop tư vấn rất nhiệt tình nói chung sẽ ủng hộ shop nhiều lần nữa.	;5
sản phẩm tốt	;5
Đẹp đẹp đẹp đẹp đẹp đẹp đẹp đẹp đẹp	;5
Áo chất siêu mát, vải đẹp,from đẹp, shop đánh iu tuy nhiên hơi nhiều bụi vải nên lưu ý giặt trước khi mặc	;5
Có vẻ dày dặn nom dáng chuẩn hơn 	;5
giao hàng nhanh . áo ổn và giá cũng ok nên khá ưng . sẽ mua tiếp nhé	;5
Đẹp chất mát nhưng hơi mỏng màu xinh form chuẩn	;5
đúng đỉnh luôn 	;5
rất đáng tiền nên mua nha mọi người ơi	;5
Giao hàng hơi lâu xíu nhưng bù lại áo rất đẹp nha rất nên mua luôn !!!! Lại còn siêu rẻ nữa	;5
Áo tạm ổn chất hơi nóng	;5
Chất áo rất đẹp, giá rẻ, sẽ mua lại lần nữa 	;5
Mua lần 2, vừa đẹp vừa rẻ, chất cũng ổn, vừa giá tiền,mặc nhiều giặt nhiều không biết bị nhão không	;5
Chất lượng sản phẩm này tuyệt vời nhất đóng gói sản phẩm này tuyệt vời nhất 	;5
Vải ok với giá nhưng màu trắng thì sẽ thấy hằn nội y khá rõ 	;5
Chất liệu áo ổn phù hợp với giá tiền, giao hàng nhanh tầm 2 ngày có hàng	;5
Áo xinh chất ok so với giá tiền	;5
Áo đẹp, chất mát, mặc thích, sẽ mua thêm	;5
Áo đẹp lắm nha, áo lần 2 mình mua thì dài hơn lần 1 dù cùng 1 cỡ nhưng nói chung ưng lắm lắm 	;5
Áo đẹp ngon bổ rẻ mua đungs lúc sale  giao hàng lâu mag ko hề nha	;5
Chất vải ok lắm nha	;5
Mặc thích ạ 	;5
Áo đẹp, màu tím đậm hơn so với trên hình. Chất vải cũng ổn, mua dịp sale nên giá tốt.	;5
Áo xinh, dày dặn, form đẹp, nhưng size xl mà to lm, ship nhanh nên mua 	;5
Ok	;5
Áo xinh chất ok màu cam hơi thiên về đỏ chút xíu..sẽ mua nữaaa	;5
Áo đẹp chất vải cotton. Đặt xl mà cổ áo hơi bé :((((((((((((((	;5
Màu ở ngoài đậm hơn và đẹp hơn nhiều không hiểu sao lên ảnh màu khác vậy	;5
Áo đẹp, size 2xl rồi mà vẫn nhỏ quá	;5
Áo đẹp lắm nha  , mùi còn thơm thơm nữa . Dáng lên đẹp . Chất cũng OK luôn nè . Shop nhiệt tình . Giao hàng hơi lâu xíu . Còn lại đều rất tốt	;5
Thề xinh lắm luôn chắc chắn mình sẽ mua thêm	;5
áo vải mỏng, siêu nhẹ với thoáng mát, rộng rãi thoải mái lắm luôn ạ	;5
chất vải ok. không quá dày cũng không quá mỏng. nên mua 	;5
Mua 2 chiếc mà chất vải khác nhau, nói chung là chất đẹp :)))	;5
Rất tuyệt vời ạ	;5
Áo dày dặn, thoải mái chất áo không bị xù 	;5
Áo đẹp vải rất ok 	;5
Áo rách vai, vải nóng , thất vọng !	;1
Áo xấu ngắn	;1
Chất lượng quá tệ	;2
Áo rất đẹp nhưng cổ áo xấu ko thành hình tròn 	;3
Áo rất hợp với giá sale, áo ko đẹp lắm	;3
Áo mỏng quá	;3
Áo ko được đẹp cho lắm vải mỏng .đường chỉ thừa nhiều	;3
Tiền nào của đó nói chung là chịu chi tiền thì chất lượng sẽ khác	;4
Tạm ổn, mặc hơi nóng tý	;4
Vải hơi thừa chỉ	;4
Túi kéo cẩn thận chất lượng áo ok nhưng hơi mỏng 	;4
Áo hơi bẩn xíu	;4
Khá ứng 	;4
Vải giá tầm này rất ok 	;4
áo khá ok.. 	;4
Áo hơi mỏng, đường chỉ mới mua đã sức	;4
Áo đẹp mà vải hơi mỏng ạ.	;4
áo hơi xơ	;4
Chất hơi nóng	;4
hàng khá ok	;4
Hơi ngắn so với tưởng tượng. 	;4
áo phải gọi là đỉnh luôn nhé  với cái giá này thì không chê vào đâu được. 	;5
Đóng gói cẩn thận"	;5
Vải hơi mỏng và nóng	;5
Với giá vậy mình thấy hợp lí rồi	;5
Rất hài lòng về sản phẩm của shop. Shop ship rất nhanh nha ………………………	;5
Vải khá mỏng có vẻ nóng nhưng phù hợp với giá tiền rồi ạ,không đòi hỏi gì nhiều với giá đó,ship nhanh,shop cẩn thận bỏ vào túi zip cho	;5
Hàng giao nhanh sẽ ủng hộ shop nhiều "	;5
Giao hàng khá nhanh. Chất vải tốt. Mỗi tội mình thấy chữ khá dễ bong và mùi rất hôi	;5
sản phẩm đẹp lắm nha	;5
Shop gói vào túi rất lịch sự	;5
Đây là sản phẩm ưng nhất của mình"	;5
Áo tạm ổn. Nói chung cũng ok	;5
Sản phẩm tốt, đẹp, đáng mua các bạn nên thử nhé.	;5
Áo đẹp phù hợp với giá tiền.	;5
Vải đẹp nên mua nha mọi người áo đẹp chất lượng vải cũng tạm ổn ........	;5
Đóng gói sản phẩm chắc chắn, chất lượng phù hợp với giá tiền, giao hàng nhanh	;5
giao nhanh, màu đẹp, chất vải khá dày dặn nhưng trời nắng thì có thể mặc hơi nóng. 	;5
Thời gian giao hàng nhanh chất lượng sản phẩm phù hợp với giá tiền	;5
áo ổn áp , phù hợp với giá của nó 	;5
Giao hàng nhanh. Chất cải dày dặn. Nên mua nha 	;5
Mở ra nhìn rất được xem lại thì bị rách áo chưa mặc đã rách không đáng tiền;1															
Áo rách vai, vải nóng , thất vọng !	;1															
Áo xấu ngắn;1															
Giao thiếu hàng ... mua 4 nhưng giao 2..;1																													
Chất lượng quá tệ;2															
Hình ảnh và video chỉ mang tính minh hoạ. Nhưng sản phẩm chỉ như giá thôi ạ. 50k / áo cũng không mong quá nhiều ạ. Gầy thì oke mua rộng chứ nếu cọ vào người nhiều sẽ nóng;3															
Áo rất đẹp nhưng cổ áo xấu ko thành hình tròn;3															
Áo rất hợp với giá sale, áo ko đẹp lắm;	3															
Áo mỏng quá;3															
Áo không được đẹp cho lắm vải mỏng .đường chỉ thừa nhiều;3															
Tiền nào của đó nói chung là chịu chi tiền thì chất lượng sẽ khác;4															
Tạm ổn, mặc hơi nóng tý;4															
Vai hơi thừa chỉ;4															
Túi kéo cẩn thận chất lượng áo ok nhưng hơi mỏng;4															
Áo hơi bẩn xíu;4															
Khá ưng;4																
Vải giá tầm này rất được;4															
áo khá ok.. ;4															
Áo hơi mỏng, đường chỉ mới mua đã sứt	;4															
Áo đẹp mà vải hơi mỏng ạ.	;4															
áo hơi xơ;4															
Chất hơi nóng;4															
hàng khá ok	;4																												
Hơi ngắn so với tưởng tượng. ;4															
Áo xấu, cổ thì hơi nhỏ, vải mỏng nếu các nữ mặc vô sẽ bị lộ áo trong, giao áo cho mình mà có hẳn hai vết dơ, tư vấn không nhiệt tình, mình không bao giờ sẽ mặc lần thứ hai;	1										
Về hàng không đúng ạ. Thái độ nói chuyện phục vụ rất khó chịu;	1																			
Giao hàng không đúng mẫu đã đặt chất lượng không tốt;1										
Giao cái quần vải móng dính Mua đen trơn mà giao 3 sọc  đừng mua nhé không bao giờ có mua lần2 ;1										
trong một đơn hàng mua 3 quần 4 áo, chỉ nhận được 3 quần nhưng tất cả 3 quần đều không giống hình, kiểm tra trên shop thầy cũng có bán với giá chỉ bằng 3/4 giá đã bỏ ra. thực sự buồn và thất vọng lắm luôn á;1										
Vải quá mỏng. May như đồ chơi :))) quá tệ;1										
Kh thích lắm;1										
giao sai hàng chán ;2										
Vải thô nóng phom xấu cổ áo nhún rất xấu không đáng để mua rất tệ;2										
Mình khuyên mọi người không nên mua vải mỏng mặc vào là thấy áo trong rất rõ luôn chất vải rất bám bụi mình không thích chất áo tí nào;2										
Hình ảnh và video chỉ mang tính chất nhận xu chứ chất lượng sản phẩm thật sự thất vọng ;2										
Chất hàng không đẹp;2										
Áo ngắn hơn so với hình, áo bị bẩn và mỏng;2										
Chất lượng sản phẩm quá kém, mỏng dính, mặc như mặc túi ni lông xuyên thấu đã thế còn rách lỗ to, nhiều chỗ bị sứt chỉ.Yêu cầu shop trả hàng hoàn tiền nhg shop mãi không thực hiện đc, nhắn tin từ sáng thì tới tối muộn mới trả lời, cứ bảo sẽ có shipper lấy hàng hoàn tiền mà gần 1 tháng rồi có ma nào đến;	1										
Mọi người cần nhìn kỹ ảnh mà mình tự tay chụp nha , hàng giao rất lâu mà sản phẩm lại không chất lượng , áo ngắn - vải mỏng - mặc nóng , bị 2 3 lỗi - màu in nhạt nhách .. Mình sẽ không bao giờ mua lại , mọi người nên LƯU Ý !!! 	;1										
Áo bị dính mực tùm lum	;1										
áo ngắn,giống áo body hơn là áo oversize nhưng mà với giá thành này thì ko đòi hỏi nhiều. nói chung là tạm ổn	;2										
Bị bung chỉ, vải mặc hơi nóng. Nói chung giá vầy nên áo bị vậy cũng chịu thôi	;2										
chất vải giặt bị xù	;2										
Form áo ko đc to lắm chất ổn. Shop giao hàng nhanh đóng gói cẩn thận 	;2										
Áo nhận về khá ổn, vải hơi mỏng,với mặc hơi nóng áo được bọc trong túi zip chứ k bỏ bì bóng như mấy shop với nhân viên rất tốt. Nhưng điều khiến mình rất khó chịu là shop gói hàng quá lâu làm mình đặt áo để tặng chị của mình nhưng cuối cùng lại không đưa được ;3										
Một chiếc rất đẹp. Còn 1 chiếc bị bẩn. Vải hơi mỏng nhưng mặc lên rất vừa form, mình cao 1m54 mặc qua mông :v	;3	
thấy trên hình tưởng vải dày dày khi giao về vải mỏng lét không ưng được tí nào;	1																	
Vải kiểu bị mủn ấy thất vọng thực sự ;	1										
Hàng ko phải cotton như quảng cáo. Thô cứng, mua về vứt xó, ko cho đổi trả.;1										
Áo còn chỉ thừa. Mọi người nên cân nhắc khi mua	;1										
Màu vải kém quá, mặc được đúng 1 lần phai hết cả	;1										
Không giống trong ảnh	;1										
Xấu, ko đáng với giá, from size L mà chật	;1										
Giặt đúng 2 lần vải bị nhăn co xấu cực ;1																					
áo chất liệu không phải cotton,vải  bị rão, quá nhiều nếp mặc vào xấu cả người. khuyên mọi người đừng nên mua hàng này!	;1										
Chất lần sau khác hẳn với chất lần đầu mua ,chất lượng tệ	;1										
Áo không đúng kích thước shop quảng cáo	;1																			
Vải sờ thì thấy mát. Không quá mỏng nhưng không dày. Mùi áo thì không thể ngửi nổi. Với giá tiền đó thì cũng tạm được	;3																					
Áo chất lượng cũng phải chăng"	;3										
Màu trên shop để là màu hồng ruốc. Nhưng khi nhận hàng màu hồng kiểu tím tím ý.  ko giống màu hồng ruốc huhu. Mua các màu trước ưng lắm. Chỉ có màu hồng này làm mk thất vọng. :((((	;3										
Thun mỏng, phần cổ may khớp với đường may vai sẽ đẹp hơn, gói hàng đẹp	;3										
Hình ảnh chỉ mang tính chất lấy xu . Chất áo ok nhưng đường may kém	;3										
